approach,variable,variable_name,fitted_distribution_type,ground_truth,mean,median,mode
statistical_baseline_n5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,151309.71329756922,151309.71329756922,151309.71329756922
statistical_baseline_n5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,129745.57122504116,129745.57122504116,129745.57122504116
statistical_baseline_n5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,122915.57707639178,122915.57707639178,122915.57707639178
statistical_baseline_n5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,130779.63513659991,130779.63513659991,130779.63513659991
statistical_baseline_n5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,157044.97924275056,157044.97924275056,157044.97924275056
statistical_baseline_n5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,120828.38265681392,120828.38265681392,120828.38265681392
statistical_baseline_n5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,152771.63801927582,152771.63801927582,152771.63801927582
statistical_baseline_n5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,120734.15745140743,120734.15745140743,120734.15745140743
statistical_baseline_n5,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,117735.69758203274,117735.69758203274,117735.69758203274
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,135433.47503964795,135433.47503964795,135433.47503964795
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,144132.66179295804,144132.66179295804,144132.66179295804
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,139513.268603138,139513.268603138,139513.268603138
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,163826.02272118002,163826.02272118002,163826.02272118002
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,126343.53074402323,126343.53074402323,126343.53074402323
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,133771.44348432828,133771.44348432828,133771.44348432828
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,155831.03350218336,155831.03350218336,155831.03350218336
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,125319.08012405492,125319.08012405492,125319.08012405492
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,146121.33171692886,146121.33171692886,146121.33171692886
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,141025.0998835497,141025.0998835497,141025.0998835497
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,143792.28644435943,143792.28644435943,143792.28644435943
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,156004.6372600725,156004.6372600725,156004.6372600725
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,134750.8340776577,134750.8340776577,134750.8340776577
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,131477.44317487624,131477.44317487624,131477.44317487624
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,126416.81710168964,126416.81710168964,126416.81710168964
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,138241.7448917396,138241.7448917396,138241.7448917396
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,140745.69152491254,140745.69152491254,140745.69152491254
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,125200.90522241792,125200.90522241792,125200.90522241792
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,126155.7006911105,126155.7006911105,126155.7006911105
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,126335.76285003744,126335.76285003744,126335.76285003744
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,131640.5335829628,131640.5335829628,131640.5335829628
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,137066.10012678613,137066.10012678613,137066.10012678613
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,125810.14552031868,125810.14552031868,125810.14552031868
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,124695.19194672827,124695.19194672827,124695.19194672827
statistical_baseline_n10,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,128581.74066049316,128581.74066049316,128581.74066049316
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,142841.55667026126,142841.55667026126,142841.55667026126
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,134096.85356836734,134096.85356836734,134096.85356836734
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,144770.74628092573,144770.74628092573,144770.74628092573
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,137946.59896329246,137946.59896329246,137946.59896329246
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,126240.02825191445,126240.02825191445,126240.02825191445
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,145574.37218535814,145574.37218535814,145574.37218535814
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,136839.84547613098,136839.84547613098,136839.84547613098
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,136082.5628797308,136082.5628797308,136082.5628797308
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,140486.94056572785,140486.94056572785,140486.94056572785
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,133515.3868928447,133515.3868928447,133515.3868928447
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,140463.31265310594,140463.31265310594,140463.31265310594
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,137549.822223837,137549.822223837,137549.822223837
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,150337.69081014406,150337.69081014406,150337.69081014406
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,135178.31397478434,135178.31397478434,135178.31397478434
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,136777.76455948243,136777.76455948243,136777.76455948243
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,133305.064468802,133305.064468802,133305.064468802
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,148518.6378519138,148518.6378519138,148518.6378519138
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,141202.47349601163,141202.47349601163,141202.47349601163
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,136961.64783645375,136961.64783645375,136961.64783645375
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,129115.30945687185,129115.30945687185,129115.30945687185
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,143456.09765510893,143456.09765510893,143456.09765510893
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,136046.32906504572,136046.32906504572,136046.32906504572
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,134396.2439495922,134396.2439495922,134396.2439495922
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,138068.07696211038,138068.07696211038,138068.07696211038
statistical_baseline_n20,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,133005.17445174156,133005.17445174156,133005.17445174156
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,137184.33298133433,137184.33298133433,137184.33298133433
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,142936.06261718157,142936.06261718157,142936.06261718157
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,140157.97466166766,140157.97466166766,140157.97466166766
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,145695.0643184765,145695.0643184765,145695.0643184765
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,143080.02018043824,143080.02018043824,143080.02018043824
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,141972.0706605367,141972.0706605367,141972.0706605367
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,133835.0315054016,133835.0315054016,133835.0315054016
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,141797.93548139694,141797.93548139694,141797.93548139694
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,141641.89075484406,141641.89075484406,141641.89075484406
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,145060.54244564142,145060.54244564142,145060.54244564142
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,136134.84425924363,136134.84425924363,136134.84425924363
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,140345.92594163938,140345.92594163938,140345.92594163938
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,137265.25482756138,137265.25482756138,137265.25482756138
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,137599.17521098448,137599.17521098448,137599.17521098448
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,148940.97270980838,148940.97270980838,148940.97270980838
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,144144.5974055736,144144.5974055736,144144.5974055736
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,132928.65051305454,132928.65051305454,132928.65051305454
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,132510.04255724445,132510.04255724445,132510.04255724445
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,129411.58758428357,129411.58758428357,129411.58758428357
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,138576.54697005366,138576.54697005366,138576.54697005366
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,133568.80130730488,133568.80130730488,133568.80130730488
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,140003.38286109967,140003.38286109967,140003.38286109967
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,138655.35766595768,138655.35766595768,138655.35766595768
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,149379.86004865807,149379.86004865807,149379.86004865807
statistical_baseline_n30,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,145370.7380243036,145370.7380243036,145370.7380243036
statistical_baseline_nALL,double_6,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",gaussian,139578.4756097561,139498.3701633,139498.3701633,139498.3701633
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,143646.10338965314,143646.10338965314,143646.10338965314
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,109399.68467384148,109399.68467384148,109399.68467384148
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,129740.49540213062,129740.49540213062,129740.49540213062
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,127088.09380459816,127088.09380459816,127088.09380459816
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,117243.85293058053,117243.85293058053,117243.85293058053
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,147003.52258908335,147003.52258908335,147003.52258908335
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,112547.0517386457,112547.0517386457,112547.0517386457
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,98592.75046209038,98592.75046209038,98592.75046209038
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,99198.49218291882,99198.49218291882,99198.49218291882
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,136096.296733728,136096.296733728,136096.296733728
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,116209.38511330943,116209.38511330943,116209.38511330943
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,118521.0315026727,118521.0315026727,118521.0315026727
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,113009.19220319408,113009.19220319408,113009.19220319408
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,99500.0,99500.0,99500.0
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,144301.2469273533,144301.2469273533,144301.2469273533
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,98592.75046209038,98592.75046209038,98592.75046209038
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,127270.83624954938,127270.83624954938,127270.83624954938
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,103758.25738653343,103758.25738653343,103758.25738653343
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,107464.15608129818,107464.15608129818,107464.15608129818
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,125096.64309492262,125096.64309492262,125096.64309492262
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,110944.21402101502,110944.21402101502,110944.21402101502
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,96221.17561293788,96221.17561293788,96221.17561293788
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,126528.5820053603,126528.5820053603,126528.5820053603
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,121307.97744084834,121307.97744084834,121307.97744084834
statistical_baseline_n5,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,106693.92935428675,106693.92935428675,106693.92935428675
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,122005.52459402118,122005.52459402118,122005.52459402118
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,116987.32314717595,116987.32314717595,116987.32314717595
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,112268.28114253211,112268.28114253211,112268.28114253211
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,107267.29408401414,107267.29408401414,107267.29408401414
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,130535.78357939015,130535.78357939015,130535.78357939015
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,113252.4245323685,113252.4245323685,113252.4245323685
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,121940.94291081953,121940.94291081953,121940.94291081953
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,115522.85125508321,115522.85125508321,115522.85125508321
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,111912.0783789337,111912.0783789337,111912.0783789337
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,107574.11178219959,107574.11178219959,107574.11178219959
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,114225.80350946961,114225.80350946961,114225.80350946961
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,113952.72728471231,113952.72728471231,113952.72728471231
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,112841.12030018726,112841.12030018726,112841.12030018726
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,119393.43684637191,119393.43684637191,119393.43684637191
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,129031.71883033958,129031.71883033958,129031.71883033958
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,111193.17040995439,111193.17040995439,111193.17040995439
statistical_baseline_n10,double_7,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",gaussian,118237.36842105263,119195.69853810094,119195.69853810094,119195.69853810094
