approach,variable,variable_name,fitted_distribution_type,ground_truth,mean,median,mode
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,8.454999984945697,8.454999984945697,8.454999984945697
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,14.237999807668364,14.237999807668364,14.237999807668364
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,49.91099649516539,49.91099649516539,49.91099649516539
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,36.753997890032316,36.753997890032316,36.753997890032316
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,17.506999814318597,17.506999814318597,17.506999814318597
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,56.001994039493354,56.001994039493354,56.001994039493354
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,4.95099999813242,4.95099999813242,4.95099999813242
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,14.059999874596384,14.059999874596384,14.059999874596384
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,12.743999962123942,12.743999962123942,12.743999962123942
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,45.73799622683579,45.73799622683579,45.73799622683579
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,10.525999946979253,10.525999946979253,10.525999946979253
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,62.90899104410417,62.90899104410417,62.90899104410417
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,66.0489904633686,66.0489904633686,66.0489904633686
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,48.67199653042981,48.67199653042981,48.67199653042981
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,11.735999980205422,11.735999980205422,11.735999980205422
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,13.086999956075152,13.086999956075152,13.086999956075152
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,14.85399977996412,14.85399977996412,14.85399977996412
statistical_baseline_n10,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,8.781999976892365,8.781999976892365,8.781999976892365
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,39.88149662667862,39.88149662667862,39.88149662667862
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,13.071999973831883,13.071999973831883,13.071999973831883
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,12.530499980227198,12.530499980227198,12.530499980227198
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,11.20199998112113,11.20199998112113,11.20199998112113
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,10.914499979297831,10.914499979297831,10.914499979297831
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,9.673499987762536,9.673499987762536,9.673499987762536
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,29.750999648420862,29.750999648420862,29.750999648420862
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,12.838499975717832,12.838499975717832,12.838499975717832
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,4.435999999190515,4.435999999190515,4.435999999190515
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,27.208999418881202,27.208999418881202,27.208999418881202
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,6.741999998441979,6.741999998441979,6.741999998441979
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,7.644499989946893,7.644499989946893,7.644499989946893
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,9.588999988705227,9.588999988705227,9.588999988705227
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,20.54499972266249,20.54499972266249,20.54499972266249
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,16.364999849267466,16.364999849267466,16.364999849267466
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,9.788499985896719,9.788499985896719,9.788499985896719
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,16.77999987072493,16.77999987072493,16.77999987072493
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,32.677999539404965,32.677999539404965,32.677999539404965
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,14.2934999592577,14.2934999592577,14.2934999592577
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,6.727999997794934,6.727999997794934,6.727999997794934
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,25.87449956258248,25.87449956258248,25.87449956258248
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,15.056499864938585,15.056499864938585,15.056499864938585
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,25.321499672910427,25.321499672910427,25.321499672910427
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,4.4039999982673255,4.4039999982673255,4.4039999982673255
statistical_baseline_n20,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,13.070499972458745,13.070499972458745,13.070499972458745
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,7.7663333279452536,7.7663333279452536,7.7663333279452536
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,11.84266664609778,11.84266664609778,11.84266664609778
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,22.801332972057732,22.801332972057732,22.801332972057732
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,7.119999992628296,7.119999992628296,7.119999992628296
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,10.520666659249837,10.520666659249837,10.520666659249837
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,39.15033190641988,39.15033190641988,39.15033190641988
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,18.253666386701557,18.253666386701557,18.253666386701557
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,11.077999974876988,11.077999974876988,11.077999974876988
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,17.646333288460934,17.646333288460934,17.646333288460934
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,33.14699898555887,33.14699898555887,33.14699898555887
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,22.828999856260012,22.828999856260012,22.828999856260012
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,14.56099994854107,14.56099994854107,14.56099994854107
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,12.341333307159033,12.341333307159033,12.341333307159033
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,11.806666628069157,11.806666628069157,11.806666628069157
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,44.6186647347854,44.6186647347854,44.6186647347854
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,12.18799997677862,12.18799997677862,12.18799997677862
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,13.201666623108975,13.201666623108975,13.201666623108975
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,10.292999994845019,10.292999994845019,10.292999994845019
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,20.595333129496378,20.595333129496378,20.595333129496378
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,65.46565534772816,65.46565534772816,65.46565534772816
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,40.722665364079916,40.722665364079916,40.722665364079916
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,14.85066662488006,14.85066662488006,14.85066662488006
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,14.464999949476894,14.464999949476894,14.464999949476894
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,28.819999614750632,28.819999614750632,28.819999614750632
statistical_baseline_n30,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,5.66133333214308,5.66133333214308,5.66133333214308
statistical_baseline_nALL,medium_5,The average total raised in millions USD for venture-backed companies that are neither in the technology sector nor based in the United States.,gaussian,23.94411737860533,23.944117376354043,23.944117376354043,23.944117376354043
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,18.19999994417696,18.19999994417696,18.19999994417696
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,26.79999925444546,26.79999925444546,26.79999925444546
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,9.59999999135232,9.59999999135232,9.59999999135232
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,14.599999931134722,14.599999931134722,14.599999931134722
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,8.399999990215681,8.399999990215681,8.399999990215681
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,8.19999998764096,8.19999998764096,8.19999998764096
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,3.5999999998675203,3.5999999998675203,3.5999999998675203
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,9.399999983410881,9.399999983410881,9.399999983410881
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,11.399999948964481,11.399999948964481,11.399999948964481
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,4.99999999924,4.99999999924,4.99999999924
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,30.599998689683577,30.599998689683577,30.599998689683577
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,10.199999989440958,10.199999989440958,10.199999989440958
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,7.19999999692416,7.19999999692416,7.19999999692416
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,12.79999993616384,12.79999993616384,12.79999993616384
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,17.199999905413762,17.199999905413762,17.199999905413762
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,10.999999991728,10.999999991728,10.999999991728
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,26.199999555773765,26.199999555773765,26.199999555773765
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,16.599999919576323,16.599999919576323,16.599999919576323
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,14.999999904120001,14.999999904120001,14.999999904120001
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,19.39999997988608,19.39999997988608,19.39999997988608
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,32.99999810474411,32.99999810474411,32.99999810474411
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,6.99999999776,6.99999999776,6.99999999776
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,13.19999999816256,13.19999999816256,13.19999999816256
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,12.799999957053439,12.799999957053439,12.799999957053439
statistical_baseline_n5,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,25.999999854192,25.999999854192,25.999999854192
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,40.599996879468,40.599996879468,40.599996879468
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,13.89999998041629,13.89999998041629,13.89999998041629
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,10.199999985275278,10.199999985275278,10.199999985275278
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,16.49999994465075,16.49999994465075,16.49999994465075
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,21.19999986644848,21.19999986644848,21.19999986644848
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,17.599999859791364,17.599999859791364,17.599999859791364
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,10.09999999124431,10.09999999124431,10.09999999124431
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,14.19999999060528,14.19999999060528,14.19999999060528
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,5.29999999922567,5.29999999922567,5.29999999922567
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,18.39999989433984,18.39999989433984,18.39999989433984
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,10.09999999395111,10.09999999395111,10.09999999395111
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,9.099999996897811,9.099999996897811,9.099999996897811
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,8.099999996914711,8.099999996914711,8.099999996914711
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,11.39999997881424,11.39999997881424,11.39999997881424
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,61.899987489090215,61.899987489090215,61.899987489090215
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,9.49999999788625,9.49999999788625,9.49999999788625
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,15.599999939434559,15.599999939434559,15.599999939434559
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,16.19999996618088,16.19999996618088,16.19999996618088
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,8.89999999685919,8.89999999685919,8.89999999685919
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,11.09999999344101,11.09999999344101,11.09999999344101
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,7.29999999801367,7.29999999801367,7.29999999801367
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,9.199999996562878,9.199999996562878,9.199999996562878
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,14.999999986590002,14.999999986590002,14.999999986590002
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,6.89999999457039,6.89999999457039,6.89999999457039
statistical_baseline_n10,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,22.599999474134172,22.599999474134172,22.599999474134172
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,10.199999997186838,10.199999997186838,10.199999997186838
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,20.049999967504213,20.049999967504213,20.049999967504213
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,9.849999996403396,9.849999996403396,9.849999996403396
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,14.599999980542579,14.599999980542579,14.599999980542579
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,7.749999999039484,7.749999999039484,7.749999999039484
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,12.94999999395575,12.94999999395575,12.94999999395575
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,17.299999889798134,17.299999889798134,17.299999889798134
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,7.39999999908092,7.39999999908092,7.39999999908092
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,9.549999996836684,9.549999996836684,9.549999996836684
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,14.299999981480784,14.299999981480784,14.299999981480784
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,7.549999998960082,7.549999998960082,7.549999998960082
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,14.59999998173978,14.59999998173978,14.59999998173978
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,10.049999995816815,10.049999995816815,10.049999995816815
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,14.299999981151887,14.299999981151887,14.299999981151887
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,7.99999999814,7.99999999814,7.99999999814
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,14.59999994643698,14.59999994643698,14.59999994643698
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,19.599999862560882,19.599999862560882,19.599999862560882
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,11.59999999268968,11.59999999268968,11.59999999268968
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,14.39999998703712,14.39999998703712,14.39999998703712
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,7.849999998915621,7.849999998915621,7.849999998915621
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,7.999999997384,7.999999997384,7.999999997384
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,10.449999988356216,10.449999988356216,10.449999988356216
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,12.19999998621034,12.19999998621034,12.19999998621034
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,10.899999992266995,10.899999992266995,10.899999992266995
statistical_baseline_n20,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,38.049998889311496,38.049998889311496,38.049998889311496
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,13.09999999570218,13.09999999570218,13.09999999570218
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,10.133333330332215,10.133333330332215,10.133333330332215
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,25.833333151047118,25.833333151047118,25.833333151047118
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,18.466666650630483,18.466666650630483,18.466666650630483
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,8.766666664767842,8.766666664767842,8.766666664767842
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,11.233333330213753,11.233333330213753,11.233333330213753
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,16.133333321037107,16.133333321037107,16.133333321037107
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,23.633333230998463,23.633333230998463,23.633333230998463
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,16.666666645998767,16.666666645998767,16.666666645998767
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,15.266666615048596,15.266666615048596,15.266666615048596
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,16.399999965328213,16.399999965328213,16.399999965328213
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,12.133333327383328,12.133333327383328,12.133333327383328
statistical_baseline_n30,medium_6,The average number of employees for venture-backed companies that are technology companies and have raised no more than 2 million USD.,gaussian,21.63714593044102,12.433333324628112,12.433333324628112,12.433333324628112
