approach,variable,variable_name,fitted_distribution_type,ground_truth,mean,median,mode,mu,sigma,a,b,std,associated_baseline_std
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,137649.99999954118,137649.99999954118,137649.99999954118,137649.99999954118,5550.507380754066,,,5550.507380754066,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,135799.99999954735,135799.99999954735,135799.99999954735,135799.99999954735,7230.228689078753,,,7230.228689078753,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,141366.66666619544,141366.66666619544,141366.66666619544,141366.66666619544,6447.084939290068,,,6447.084939290068,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,143016.66666618994,143016.66666618994,143016.66666618994,143016.66666618994,6021.106713347555,,,6021.106713347555,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,129593.21666623469,129593.21666623469,129593.21666623469,129593.21666623469,5718.917461639249,,,5718.917461639249,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,134278.5499995524,134278.5499995524,134278.5499995524,134278.5499995524,5542.3523792250035,,,5542.3523792250035,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,144001.99999952002,144001.99999952002,144001.99999952002,144001.99999952002,6497.472849127315,,,6497.472849127315,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,132226.54999955924,132226.54999955924,132226.54999955924,132226.54999955924,7413.793696298966,,,7413.793696298966,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,126576.5499995781,126576.5499995781,126576.5499995781,126576.5499995781,4772.568721482662,,,4772.568721482662,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,137616.66666620795,137616.66666620795,137616.66666620795,137616.66666620795,5847.864495435418,,,5847.864495435418,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,136310.33333287897,136310.33333287897,136310.33333287897,136310.33333287897,6234.51893235381,,,6234.51893235381,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,139999.99999953332,139999.99999953332,139999.99999953332,139999.99999953332,5770.7148105911765,,,5770.7148105911765,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,134662.33333288447,134662.33333288447,134662.33333288447,134662.33333288447,5891.55533750668,,,5891.55533750668,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,137833.3333328739,137833.3333328739,137833.3333328739,137833.3333328739,6842.620546146137,,,6842.620546146137,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,125077.45711806598,124984.83403154521,124799.79357707228,11.735947681175993,0.03849156127992334,,,4816.21041991718,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,130707.64126923088,130578.37057227113,130320.21260055726,11.779728866276118,0.04448585874531181,,,5817.519634651064,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,129525.30811596157,129408.83508028324,129176.20312286937,11.770731936000091,0.04241779095313066,,,5496.649745216149,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,132443.1198262879,132277.05536822908,131945.55085324857,11.79265390625096,0.050092747152753504,,,6638.603812339661,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,121106.47320562477,120980.70397688918,120729.55721829666,11.703386340596605,0.04558598264353342,,,5523.626974159622,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,131254.4483020877,131144.70797003887,130925.50248711005,11.784056633509024,0.04090081162911368,,,5370.659421199059,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,141884.91814080006,141757.8269766089,141503.9860659375,11.86187543683181,0.0423352227566074,,,6009.422042466006,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,132835.73930641203,132715.0071846264,132473.87203537734,11.795959304993254,0.04264495533597277,,,5667.350624341306,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,142268.84139048602,142152.63137389268,141920.49603602174,11.86465662815574,0.04042691477105549,,,5753.841091912914,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,128797.50921939693,128690.8757406526,128477.87356066311,11.765168495504984,0.04070033419268506,,,5244.273325697072,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,132625.8319690048,132539.32992335077,132366.49505195278,11.794634709973415,0.036123095563292094,,,4792.418897885025,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,134115.70171985138,134011.28196838402,133802.68629942156,11.80567926918286,0.039468541040821585,,,5295.413196945675,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,130391.23062209059,130225.0704462597,129893.38504856483,11.777019543571278,0.050500154681884825,,,6588.97777977942,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,136855.48283825928,136717.0778661285,136440.687696325,11.825668944434444,0.04498519346118456,,,6159.586347687827,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,139146.71543534994,139031.7857759137,138802.2111606349,11.842457860617628,0.040652221803402014,,,5658.96098220356,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,125901.20497494019,125793.297575699,125577.76015375661,11.742395343416565,0.04141128974548804,,,5215.967327634875,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,130712.22858024357,130605.82151351198,130393.26717344996,11.779939069972771,0.04035808390533446,,,5277.443884677947,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,139460.9909301321,139321.01186155123,139041.47508058097,11.844535987312817,0.04481559809177526,,,6253.167230531376,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,126666.45463615996,126498.27141804581,126162.57460842204,11.74798392237687,0.051548942397221804,,,6533.861889908074,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,123455.97970302674,123359.86038885183,123167.84620952893,11.722861057058934,0.039468336674302044,,,4874.500360861174,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,133780.57278439193,133666.24547796944,133437.8838899494,11.803101266577997,0.041351024776097624,,,5534.329408636763,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,131824.46309307712,131683.22558259248,131401.20436761077,11.788154511225954,0.046302921896722006,,,6107.13088806877,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,136303.81106950773,136194.05183116766,135974.79843563164,11.821835999432341,0.04013922652113675,,,5473.334000944366,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,130849.30529568097,130737.4654093935,130514.07233142015,11.780946510481886,0.04135428144003031,,,5413.493339833432,
statistical_baseline_n30,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,133034.57176235807,132891.1938805911,132604.90152664037,11.797285981261352,0.0464398584695488,,,6181.439200919043,
statistical_baseline_nALL,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",gaussian,135604.4896373057,135604.48963723544,135604.48963723544,135604.48963723544,135604.48963723544,2285.605109078301,,,2285.605109078301,
statistical_baseline_nALL,double_10,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",lognormal,135599.01472774756,132007.98113647982,131989.94990334104,131953.89482549348,11.790481061574031,0.016528842778831612,,,2182.0882021252346,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,145999.99999707998,145999.99999707998,145999.99999707998,145999.99999707998,7476.630256932731,,,7476.630256932731,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,135099.999997298,135099.999997298,135099.999997298,135099.999997298,6828.982354572847,,,6828.982354572847,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,138699.999997226,138699.999997226,138699.999997226,138699.999997226,15021.318184350106,,,15021.318184350106,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,152999.99999694,152999.99999694,152999.99999694,152999.99999694,12738.720500770653,,,12738.720500770653,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,176499.99999647,176499.99999647,176499.99999647,176499.99999647,20456.050449479026,,,20456.050449479026,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,148699.999997026,148699.999997026,148699.999997026,148699.999997026,9330.862768161296,,,9330.862768161296,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,164499.99999671,164499.99999671,164499.99999671,164499.99999671,11483.684077741014,,,11483.684077741014,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,171999.99999655999,171999.99999655999,171999.99999655999,171999.99999655999,21049.346783003468,,,21049.346783003468,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,145499.99999709,145499.99999709,145499.99999709,145499.99999709,11056.672193637423,,,11056.672193637423,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,150699.99999698598,150699.99999698598,150699.99999698598,150699.99999698598,12492.597808177396,,,12492.597808177396,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,149999.999997,149999.999997,149999.999997,149999.999997,10441.503723018996,,,10441.503723018996,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,151799.99999696398,151799.99999696398,151799.99999696398,151799.99999696398,8349.550886042058,,,8349.550886042058,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,160961.99999678074,160961.99999678074,160961.99999678074,160961.99999678074,16369.726448375384,,,16369.726448375384,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,161899.999996762,161899.999996762,161899.999996762,161899.999996762,16898.520645141954,,,16898.520645141954,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,155899.999996882,155899.999996882,155899.999996882,155899.999996882,6870.953354452044,,,6870.953354452044,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,162599.999996748,162599.999996748,162599.999996748,162599.999996748,8061.327434033448,,,8061.327434033448,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,153899.999996922,153899.999996922,153899.999996922,153899.999996922,16995.146365778182,,,16995.146365778182,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,163699.999996726,163699.999996726,163699.999996726,163699.999996726,9606.768447201908,,,9606.768447201908,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,133299.999997334,133299.999997334,133299.999997334,133299.999997334,14850.589213751391,,,14850.589213751391,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,169099.99999661802,169099.99999661802,169099.99999661802,169099.99999661802,12013.950224514554,,,12013.950224514554,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,148899.99999702198,148899.99999702198,148899.99999702198,148899.99999702198,19316.702616972114,,,19316.702616972114,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,139099.999997218,139099.999997218,139099.999997218,139099.999997218,6725.696989836465,,,6725.696989836465,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,158199.999996836,158199.999996836,158199.999996836,158199.999996836,11362.87815640992,,,11362.87815640992,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,148499.99999703,148499.99999703,148499.99999703,148499.99999703,18466.862212979755,,,18466.862212979755,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,129499.99999740999,129499.99999740999,129499.99999740999,129499.99999740999,12279.047194183451,,,12279.047194183451,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,142027.64312776853,141848.51213646523,141490.92765060137,11.86251495118985,0.05024015051095527,,,7139.995160075014,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,131465.81081909317,131308.65059284106,130994.89354524776,11.785305942300674,0.04891136317641627,,,6434.019695278386,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,133362.85262157695,132732.45248272707,131480.57773765922,11.796090745679464,0.09734641133796834,,,13013.212260069266,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,147831.96746279264,147306.6435850834,146261.5894431157,11.900271703844252,0.08437830191643907,,,12496.045791089524,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,168627.33281113466,167341.3402010555,164798.7020552759,12.027790958668096,0.12373737559759951,,,20945.626570828113,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,144366.89934193707,144091.46264560707,143542.16476214633,11.878203534192297,0.06180155398766171,,,8930.624844073294,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,159434.80409174433,159045.98547177977,158271.19059160448,11.976948656190897,0.06988146647663317,,,11155.15396656453,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,164417.0661373596,163322.39621349974,161154.8724013797,12.003481417218483,0.11558674335234224,,,19068.086469999158,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,140700.73478577164,140191.45226463597,139178.41077023602,11.850764283568758,0.08516081115271729,,,12003.946361840372,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,145693.79947992862,145222.24066856064,144283.69690837216,11.88602054229159,0.0805219501152942,,,11750.590774214197,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,145359.52304398405,144974.87437628795,144208.62790586604,11.884315726224438,0.07279691799572753,,,10595.759944610425,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,147552.3461036708,147326.3380219844,146875.35986799284,11.900405391775745,0.0553694657110643,,,8176.160339642037,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,154936.67919474628,154250.56597896654,152887.44113259733,11.946333610992452,0.09421443750450383,,,14629.724722196841,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,155652.9027960447,154888.47259162297,153370.85637257653,11.950460605247285,0.09922922913506502,,,15483.416012949412,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,151747.73208455014,151579.94383304092,151244.92369789744,11.928868446822614,0.047038641782090884,,,7141.957480514186,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,158128.43954558554,157909.53205524894,157472.62579870498,11.969777566092667,0.05263694903062947,,,8329.167244645429,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,147416.33189512117,146430.89641252262,144479.74346516325,11.894308899312458,0.11582014607384132,,,17131.19966481996,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,158977.72714227278,158689.34769793614,158114.1571878167,11.97470378200547,0.060259580457370406,,,9588.634424622518,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,127556.99033069659,126613.99838427315,124748.87675524845,11.748898354335319,0.12182095356725112,,,15596.944289755285,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,163809.1257533943,163376.054862459,162513.34485125577,12.003809907600148,0.07276337030735949,,,11935.098205688608,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,141308.0144322804,139810.9353017964,136864.19114577232,11.848046326765633,0.14595176987258932,,,20734.477314287407,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,135409.0741424406,135270.63345257775,134994.17654868017,11.81503274294784,0.04523077640424085,,,6127.791382689815,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,153266.09515648027,152866.02613825983,152069.01826486594,11.937317170617364,0.07230080438282592,,,11095.759312539076,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,142168.66567509063,141345.04322256226,139712.08509392696,11.858959295103693,0.1077972454544231,,,15370.01972105221,
statistical_baseline_n5,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",lognormal,153938.44770604407,124584.84594586598,123886.27956255774,122500.87574019315,11.727119323491445,0.10604652587682542,,,13249.02176596676,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,152230.99999847767,152230.99999847767,152230.99999847767,152230.99999847767,9827.773846442129,,,9827.773846442129,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,165049.9999983495,165049.9999983495,165049.9999983495,165049.9999983495,5889.468000845787,,,5889.468000845787,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,146849.9999985315,146849.9999985315,146849.9999985315,146849.9999985315,7868.379050876348,,,7868.379050876348,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,135299.99999864702,135299.99999864702,135299.99999864702,135299.99999864702,3745.5158374713355,,,3745.5158374713355,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,148349.99999851652,148349.99999851652,148349.99999851652,148349.99999851652,10839.754507211073,,,10839.754507211073,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,145999.99999854,145999.99999854,145999.99999854,145999.99999854,5564.770135985583,,,5564.770135985583,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,149049.9999985095,149049.9999985095,149049.9999985095,149049.9999985095,6443.96789422534,,,6443.96789422534,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,152399.999998476,152399.999998476,152399.999998476,152399.999998476,8286.468219625833,,,8286.468219625833,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,163799.999998362,163799.999998362,163799.999998362,163799.999998362,8635.585291836773,,,8635.585291836773,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,155749.99999844248,155749.99999844248,155749.99999844248,155749.99999844248,9787.250777252,,,9787.250777252,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,175299.999998247,175299.999998247,175299.999998247,175299.999998247,11217.595305732246,,,11217.595305732246,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,149399.99999850598,149399.99999850598,149399.99999850598,149399.99999850598,7978.373546269183,,,7978.373546269183,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,158299.99999841698,158299.99999841698,158299.99999841698,158299.99999841698,9231.34756018457,,,9231.34756018457,
statistical_baseline_n10,double_11,"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",gaussian,153948.75,152930.99999847068,152930.99999847068,152930.99999847068,152930.99999847068,6906.54157701802,,,6906.54157701802,
