Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Salary_Range,Midpoint_Salary,job_category,seniority_level,Midpoint Salary,IsPublic
Applied Artificial Intelligence Machine Learning - Sr Associate,Employer Provided Salary:$145K - $210K,"JOB DESCRIPTION

We are looking for a Data Scientist/ML Engineer to join our technology team to solve exciting business problems in the domain of commercial banking, payments and financial services. Candidates must have a strong curiosity for data and a proven track record of successfully applying rigorous scientific methods with proficiency in ML Engineering and DevOps capabilities. This is a unique opportunity to apply your skills and have a direct impact on global business.
The ideal candidate will have a strong knowledge of ML, NLP, Deep Learning, Knowledge Graphs and have experience working with massive amounts of data. They should also have strong software engineering skills and the ability to build systems that reach JP Morgan scale.






Commercial Banking is focused on helping our clients succeed and making a positive difference in our communities. We provide credit and financing, treasury and payment services, international banking and real estate services to clients including corporations, municipalities, institutions, real estate investors and owners, and nonprofit organizations.",4.0,"JPMorgan Chase & Co
4.0",TX,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"(145000, 210000)",177500.0,Data Engineer,Junior,177500.0,public
Sr. Data Scientist,$102K - $138K (Glassdoor est.),"DLA Piper is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. Job applicant poster viewing center.

About Us
DLA Piper is, at its core, bold, exceptional collaborative and supportive. Our people are the backbone, heart and soul of our firm. Wherever you are in your professional journey, DLA Piper is a place you can engage in meaningful work and grow your career. Let’s see what we can achieve. Together.",3.9,"DLA Piper
3.9",IL,5001 to 10000 Employees,2005,Company - Private,Legal,Legal,$1 to $5 billion (USD),"(102000, 138000)",120000.0,Data Scientist,Senior,120000.0,not public
Principal Data Scientist,$115K - $154K (Glassdoor est.),"We provide technology that financial institutions use to manage risk and drive growth. Our solutions automate key processes – from anti-money laundering to fraud detection to CECL readiness to digital lending – empowering our customers by addressing their Enterprise Risk Management needs.
Abrigo is seeking a talented and driven Principal Data Scientist with a deep understanding of data analytics, machine learning, and cloud technologies, specifically AWS. In this role, you will play a pivotal role in developing and executing data-driven strategies to address complex business challenges, drive growth, and improve decision-making processes.
If you are a highly motivated data scientist with a passion for AWS and a track record of delivering impactful data-driven solutions, we encourage you to apply. Join our team and contribute to shaping the future of Abrigo through advanced data analytics and innovative technologies. This person will report to the Senior Director, Product Management.",4.2,"Abrigo
4.2",NC,201 to 500 Employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"(115000, 154000)",134500.0,Data Scientist,Senior,134500.0,not public
Machine Learning Engineer,$106K - $152K (Glassdoor est.),"This is a San Francisco based position that is currently remote and will have a hybrid schedule once we return to office. We are open to candidates willing to relocate to the San Francisco Bay Area.

ABOUT GELI
Geli (Growing Energy Labs, Inc.) provides software and business solutions to design, connect, and operate energy storage systems ranging in size from residential to utility-scale, as well as grid-tied, microgrid, and off-grid systems. Geli’s suite of products creates an ecosystem where project developers, OEMs, financiers, and project operators can deploy advanced energy projects using a seamless hardware-agnostic software platform.

Geli is a subsidiary of Hanwha Q CELLS, one of the world’s largest photovoltaic manufacturers most recognized for its high-performance, high-quality solar cells and modules.",3.0,"Qcells
3.0",CA,501 to 1000 Employees,1999,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),"(106000, 152000)",129000.0,Data Engineer,Mid,129000.0,public
Bioinformatics Analyst / Data Scientist,Employer Provided Salary:$59K - $86K,"University Staff
Description

University of Colorado Anschutz Medical Campus
Department: Linda Crnic Institute for Down Syndrome
Official Title: Research Services Information Science Professional (Open Rank: Senior – Principal)
Job Title: Bioinformatics Analyst / Data Scientist
Position: #00812457 – Requisition: #30767",3.8,"University of Colorado
3.8",CO,10000+ Employees,1876,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),"(59000, 86000)",72500.0,Data Scientist,Mid,72500.0,not public
Digital Customer – Machine Learning & Data Lab – Stage,$64K - $103K (Glassdoor est.),"Description de l'entreprise
Dans un monde où savoir se transformer est la clé du succès, Wavestone s’est donné pour mission d’éclairer et guider les grandes organisations dans leurs transformations les plus critiques. Des transformations qui visent à répondre aux grands enjeux stratégiques auxquels elles vont faire face dans les années à venir : l’accélération de la révolution numérique, l’intensification de la concurrence, ou encore la prise en considération de l’urgence climatique.
Le cabinet possède des compétences sectorielles centrées sur le cœur de métier de ses clients, des compétences technologiques parmi les plus pointues tant sur le digital, les systèmes d’information qu’en matière de cybersécurité, et des compétences en développement durable. Wavestone se distingue dans sa capacité à conjuguer étroitement toutes ces compétences, sans couture, au sein d’équipes pluridisciplinaires afin d’apporter une réponse à 360°, en phase avec les grands enjeux auxquels sont confrontés ses clients.",4.1,"Wavestone
4.1",TX,1001 to 5000 Employees,2016,Company - Public,Business Consulting,Management & Consulting,$500 million to $1 billion (USD),"(64000, 103000)",83500.0,Data Engineer,Mid,83500.0,public
Data Scientist,$79K - $109K (Glassdoor est.),"Calling all innovators – find your future at Fiserv.
We’re Fiserv, a global leader in Fintech and payments, and we move money and information in a way that moves the world. We connect financial institutions, corporations, merchants, and consumers to one another millions of times a day – quickly, reliably, and securely. Any time you swipe your credit card, pay through a mobile app, or withdraw money from the bank, we’re involved. If you want to make an impact on a global scale, come make a difference at Fiserv.
Job Title
Data Scientist
What does a successful Data Analyst/Scientist do at Fiserv?",3.1,"Fiserv, Inc.
3.1",NE,10000+ Employees,1984,Company - Public,Financial Transaction Processing,Financial Services,$10+ billion (USD),"(79000, 109000)",94000.0,Data Scientist,Mid,94000.0,public
College Graduate - Data Science (BS/MS),Employer Provided Salary:$106K - $159K,"Job Description

Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.

With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.

Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.

We are looking for world class data engineers to help us build the future of technology.














Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

US, NM, Albuquerque; US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom; US, CA, Santa Clara; US, GA, Atlanta

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $105,930.00-$158,890.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1",CA,10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"(106000, 159000)",132500.0,Data Scientist,Entry,132500.0,public
Staff Data Scientist,$157K - $199K (Glassdoor est.),"Overview
Intuit is looking for innovative and hands-on Staff Data Scientist to join the Intuit AI team.

Come join our collaborative and creative group of data scientists and machine learning engineers and build models that directly affect hundreds of thousands of our customers. In this role you will be building and deploying machine learning models using both analytical algorithms and deep learning approaches.
What you'll bring
4+ years of industry experience with data science",4.5,"Intuit
4.5",CA,10000+ Employees,1983,Company - Public,Software Development,Information Technology,$10+ billion (USD),"(157000, 199000)",178000.0,Data Scientist,Senior,178000.0,public
Data Scientist,Employer Provided Salary:$113K - $204K,"In a world of possibilities, pursue one with endless opportunities. Imagine Next!
When it comes to what you want in your career, if you can imagine it, you can do it at Parsons. Imagine a career working with intelligent, diverse people sharing a common quest. Imagine a workplace where you can be yourself. Where you can thrive. Where you can find your next, right now. We’ve got what you’re looking for.
Job Description:
Parsons is seeking an experienced Data Scientist / Analytics Engineer to provide embedded operations support, capability integration, and rapid prototyping in support of USCYBERCOM. In this role you will be responsible for collaborating with headquarters and local customers to develop analytic capabilities. You’ll be a critical member on a small team, responsible for bringing your high-level analytic and data science skills to bear on a critical national security mission.




Top Secret SCI w/Polygraph
This position is part of our Federal Solutions team.
Our Federal Solutions segment delivers resources to our US government customers that ensure the success of missions around the globe. Our diverse, intelligent employees drive the state of the art as they provide services and solutions in the areas of defense, security, intelligence, infrastructure, and environmental. We promote a culture of excellence and close-knit teams that take pride in delivering, protecting, and sustaining our nation's most critical assets, from Earth to cyberspace. Throughout the company, our people are anticipating what’s next to deliver the solutions our customers need now.
$113,100.00 - $203,600.00
We value our employees and want our employees to take care of their overall wellbeing, which is why we offer best-in-class benefits such as medical, dental, vision, paid time off, 401(k), life insurance, flexible work schedules, and holidays to fit your busy lifestyle!
Parsons is an equal opportunity employer committed to diversity, equity, inclusion, and accessibility in the workplace. Diversity is ingrained in who we are, how we do business, and is one of our company’s core values. Parsons equally employs representation at all job levels for minority, female, disabled, protected veteran and LGBTQ+.
We truly invest and care about our employee’s wellbeing and provide endless growth opportunities as the sky is the limit, so aim for the stars! Imagine next and join the Parsons quest—APPLY TODAY!",3.9,"Parsons
3.9",MD,10000+ Employees,1944,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),"(113000, 204000)",158500.0,Data Scientist,Mid,158500.0,public
Sr. Data Scientist - Data Quality,Employer Provided Salary:$125K,"Come build the next-gen fintech at Early Warning, network operator of Zelle®, where we’re relentlessly focused on empowering prosperity in all its forms.
From fast money movement for over 100 million people who can access Zelle® directly through their banking app to new account opening and beyond – we make a difference in the lives of consumers and businesses every day and enable them to live their best financial lives. And we’re only getting started.
With new state-of the-art offices in Scottsdale, AZ (Headquarters) and Chicago, IL – plus a growing presence in San Francisco – we’re entering our next big chapter.
People matter to us, so we think our best work is done when we’re together, in-person. From informal interactions, to sharing ideas, to mentoring and beyond. We also believe in workplace flexibility and empowering teams to determine the rhythm of work to create an inclusive culture. Through the power of innovative collaboration, we offer hybrid and (when necessary) virtual (“remote”) workplace models.
This position will fill a key role on the Data Strategy team, focused on improving our data quality, unifying our data silos, and enriching our data in service of strengthening our ability to reduce fraud and scams.",3.1,"Early Warning Services
3.0",CA,501 to 1000 Employees,1991,Company - Private,Banking & Lending,Financial Services,$100 to $500 million (USD),"(125000, 125000)",125000.0,Data Scientist,Senior,125000.0,not public
Principal Machine Learning Engineer,$133K - $180K (Glassdoor est.),"Do you want to build a model that changes customer experience? Do you actually want to see your ideas, your pipelines, your architecture, your experiment really affect the business? If so, Chewy Search & Recommendations team is hiring!
We use the best machine learning techniques to simplify product discovery for animal lovers looking for their pet needs on Chewy.com. Our outstanding multi-disciplinary team of data scientists, data engineers, software/front-end engineers, and product managers work together to power personalized recommendations and search for pet parents.
Our mission is to make Chewy a trusted partner who meets pet-parents’ needs in an intuitively personalized and friction-free way. The team has single threaded ownership of the space allowing us to decide impactful products that we can experiment with, measure with metrics, and deliver and improve value to our customers.",3.5,"Chewy
3.5",MA,10000+ Employees,2011,Company - Public,Pet & Pet Supplies Stores,Retail & Wholesale,$5 to $25 million (USD),"(133000, 180000)",156500.0,Data Engineer,Senior,156500.0,public
Senior Data Scientist,Employer Provided Salary:$132K - $217K,"Job Title:
Senior Data Scientist
Role Overview:
As a Senior Data Scientist within the Office of the CTO within the Artificial Intelligence Research group at McAfee, you will play a vital role in providing our customers with cutting edge protection and peace of mind.

Use your LLM (Large Language Model) and Generative AI expertise to identify new opportunities for application across the personal security space, in addition to improving McAfee’s threat protection capabilities. Leverage your data visualization and storytelling skills to present your research to audience members ranging from fellow data scientists to senior executives.

The starting pay range for this position is $132,000.00-$216,750.00. McAfee takes into consideration an individual’s skillset, experience and location in making final salary determinations. For further details, please discuss with the Talent Acquisition Partner.",3.9,"McAfee, LLC
3.8",United States,1001 to 5000 Employees,1987,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"(132000, 217000)",174500.0,Data Scientist,Senior,174500.0,public
Sr. Data Scientist,$101K - $135K (Glassdoor est.),"Comcast brings together the best in media and technology. We drive innovation to create the world's best entertainment and online experiences. As a Fortune 50 leader, we set the pace in a variety of innovative and fascinating businesses and create career opportunities across a wide range of locations and disciplines. We are at the forefront of change and move at an amazing pace, thanks to our remarkable people, who bring cutting-edge products and services to life for millions of customers every day. If you share in our passion for teamwork, our vision to revolutionize industries and our goal to lead the future in media and technology, we want you to fast-forward your career at Comcast.

Job Summary
Job Description Summary Strategic Analytics is a fast-growing team that provides deep insights and advanced analytics to senior leaders across Comcast Cable. As internal consultants, we support the strategic decisions that drive Comcast’s growth, improve its products, and improve its customers’ experiences. Our team is looking for a hands-on analyst who can leverage Comcast’s abundant data assets to become a trusted partner for our business leaders and solve their most complex problems. Responsible for leveraging internal and external data to provide insights and information which supports a facts-based decision making process. Provides input into strategy, analysis methods, and tool selection. Has in-depth experience, knowledge and skills in own discipline. Usually determines own work priorities. Acts as resource for colleagues with less experience.",3.8,"Comcast
3.8",PA,10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),"(101000, 135000)",118000.0,Data Scientist,Senior,118000.0,public
Principal Data Scientist,$128K - $173K (Glassdoor est.),"Company Description

Block is one company built from many blocks, all united by the same purpose of economic empowerment. The blocks that form our foundational teams — People, Finance, Counsel, Hardware, Information Security, Platform Infrastructure Engineering, and more — provide support and guidance at the corporate level. They work across business groups and around the globe, spanning time zones and disciplines to develop inclusive People policies, forecast finances, give legal counsel, safeguard systems, nurture new initiatives, and more. Every challenge creates possibilities, and we need different perspectives to see them all. Bring yours to Block.",3.5,"Block
3.3",WA,1001 to 5000 Employees,1995,Company - Private,Security & Protective,Management & Consulting,$100 to $500 million (USD),"(128000, 173000)",150500.0,Data Scientist,Senior,150500.0,not public
Data Scientist,$88K - $124K (Glassdoor est.),"Overview:
ABOUT US:
NewMarket Corporation is the parent company of Afton Chemical Corporation and Ethyl Corporation. Afton Chemical is one of the largest global suppliers of lubricant additives and offers a broad line of fuel additives worldwide.

JOB SUMMARY: This data scientist position will utilize analytical, statistical, optimization, and programming skills to collect, analyze, and interpret large datasets. The role requires the ability to work with a variety of stakeholders and functional teams to uncover data-based insights to deliver improved business outcomes.
Responsibilities:
RESPONSIBILITIES:
Qualifications:",2.7,"NewMarket Services Corporation
2.7",VA,1001 to 5000 Employees,1887,Company - Public,Chemical Manufacturing,Manufacturing,$1 to $5 billion (USD),"(88000, 124000)",106000.0,Data Scientist,Mid,106000.0,public
Data Scientist,$92K - $134K (Glassdoor est.),"Aderas, Inc. is seeking a Data Scientist to join the team.

Primary Job Duties:
Able to take various data sets (both public and private) from different sources from flat sheets to structured and unstructured databases to APIs, clean and transform them as needed to conduct advanced analyses,e.g., predictive models, quasi-causal analyses, qualitative analyses, and advanced machine learning methods.
Able to visualize and communicate data in compelling, easily digestible manners both in static and interactive forms.
Able to develop and deliver data capacity-building content for internal non-technical audiences, including 1:1 mentorship and formal trainings, written references.

Must be able to obtain a Public Trust

Remote

Join the Aderas team!

At Aderas, we are looking to recruit and retain only the best and brightest. If you like working with emerging technologies, using your unique personal skills to solve technical, functional, and organizational issues, and can easily adapt to the ever-changing IT market, then Aderas is the place for you! We are a vibrant company delivering implementation services support for enterprise solutions and custom application development. We strive to form long-term partnerships with our clients to foster an environment based on trust, a proven history of delivery, and camaraderie.

Why Aderas?

We sincerely try to shape our employees' lives by administering a generous package of employee benefits. Our company culture encourages collaboration, creative thinking, and growth. Headquartered in Reston Town Center, in Reston, VA, the Aderas main office is a short step away from shopping, dining, and a movie theater.

Beyond the tangible and intangible rewards, Aderas provides the following:",4.5,"Aderas, Inc
4.5",VA,51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),"(92000, 134000)",113000.0,Data Scientist,Mid,113000.0,not public
Data Scientist,$100K - $141K (Glassdoor est.),"Data Scientist

Work Location: Remote
Status: Non-Exempt
Contract Duration: 1 month (possible extension)
About This Role
The successful candidate will be responsible for utilizing their data science knowledge to contribute to our cybersecurity project. Ideally, this individual will have cybersecurity experience, with a deep understanding of Python for data processing and the ability to write production level code. Experience with web scraping, Machine Learning and Natural Language Processing (NLP) is crucial, as is a capacity to work in a high-pace, high-demand setting. Knowledge of Appian will be considered a plus.",4.3,"IntelliDyne
4.3",VA,201 to 500 Employees,1999,Company - Private,Business Consulting,Management & Consulting,$25 to $100 million (USD),"(100000, 141000)",120500.0,Data Scientist,Mid,120500.0,not public
Data Scientist/SR Data Scientist,$109K - $151K (Glassdoor est.),"As an employee of Boehringer Ingelheim, you will actively contribute to the discovery, development and delivery of our products to our patients and customers. Our global presence provides opportunity for all employees to collaborate internationally, offering visibility and opportunity to directly contribute to the companies' success. We realize that our strength and competitive advantage lie with our people. We support our employees in several ways to foster a healthy working environment, meaningful work, diversity and inclusion, mobility, networking and work-life balance. Our competitive compensation and benefit programs reflect Boehringer Ingelheim's high regard for our employees.
The Data Scientist will develop relationships with business partners and Business Intelligence Analysts to enhance understanding of business issues and create value for the organization. Executing data mining and analytics projects with high potential return and inventing/iterating novel solutions to challenging data-related problems will be the primary focus of the Data Scientist. This individual will also assist the Business Intelligence team within the Commercial Excellence Division in identifying and prioritizing enterprise data analytics opportunities. This position is critical to ensure that BI utilizes a wide array of reliable data analysis techniques to deliver data-driven Sales and Marketing intelligence. Specific areas of focus include delivering and optimizing solutions for data mining, aligning data processing and predictive algorithms with business goals, and transforming data into knowledgeable information. Specific accountabilities include but are not limited to the following essential job functions.",4.1,"Boehringer Ingelheim Animal Health USA
4.1",GA,1001 to 5000 Employees,1885,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),"(109000, 151000)",130000.0,Data Scientist,Mid,130000.0,not public
Data Scientist,$84K - $121K (Glassdoor est.),"About the Team

The Customer Experience (Marketing) team works to showcase our brand through the lens of expertise and love. They work to provide a personalized experience for our consumers backed by best-in-class, data-driven marketing capabilities. The Customer Experience team focuses across 4 departments including, Marketing, Creative, Communications, and our Loyalty & CRM team. Everyone brings their own point of view to create a unique experience for the pets and pet parents.

About the Location

Fully Remote Position:
This position is considered to be Fully Remote and work is done from another location outside of Phoenix Home Office (within the United States). Associates that are considered to be Fully Remote do not have a work space at Phoenix Home Office and can expect to be asked to travel to Phoenix Home Office several times a year [or more], based on business needs and in partnership with leadership. Associates that are considered to be Fully Remote will acknowledge the “Remote Work Agreement” upon hire.",3.3,"PetSmart
3.3",AZ,10000+ Employees,1986,Company - Private,Pet & Pet Supplies Stores,Retail & Wholesale,$5 to $10 billion (USD),"(84000, 121000)",102500.0,Data Scientist,Mid,102500.0,not public
Data Scientist,Employer Provided Salary:$82K - $140K,"Requisition ID: 377008
Work Area: Information Technology
Expected Travel: 0%
Career Status: Professional
Employment Type: Regular Full Time
Career Level: T2
Original Posting Date: 7/17/23
Recruiter Name: J.L. Andal
Additional Locations:

Original Posting Date: 7/17/2023
Data Scientist",4.4,"SAP
4.4",PA,10000+ Employees,1972,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"(82000, 140000)",111000.0,Data Scientist,Mid,111000.0,public
Supply Chain Data Scientist,$86K - $117K (Glassdoor est.),"Discovery is at the core of everything we do - whether it’s a great value, incredible style, or building long-lasting partnerships with people around the world. That’s what makes TJX different. You can find it all across our brands: TJ Maxx, Marshalls, HomeGoods, Sierra, and Homesense. Every one of our brands has one thing in common: environments that are always changing. That’s just how we like it. Every day is an opportunity to discover something new about our business, our partnerships, and even about yourself. Come discover what different can mean for you.

The Opportunity: Contribute To The Growth Of Your Career.
The Strategy & Analytics team is looking for an intelligent, motivated, and experienced Data Scientist to join our team. On a daily basis, we will solve critical business objectives by mining data, performing ad hoc analysis and supporting data driven decision making throughout the logistics organization.",3.6,"TJX Companies
3.6",MA,10000+ Employees,1976,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD),"(86000, 117000)",101500.0,Data Scientist,Mid,101500.0,public
Data Scientist Sr,$101K - $132K (Glassdoor est.),"Primary Location US-IL-LIBERTYVILLE

JOB SUMMARY
Design, develop and program methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement.
Apply knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries.
Produce innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets.",3.6,"Medline Industries Inc
3.7",IL,10000+ Employees,1966,Company - Private,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),"(101000, 132000)",116500.0,Data Scientist,Mid,116500.0,not public
Data Scientist,$89K - $126K (Glassdoor est.),"Data Scientist
Fairfax VA
Secret Clearance
Position Overview:
Nationwide IT Services (NIS) is seeking a Data Scientist providing expert support to run analysis and analytical experiments in a methodical manner, using both structured and unstructured data.
Duties and Responsibilities:
Evaluate alternate models via theoretical approaches. Identify and exploit data assets, creating new patterns/business value.",3.6,"Nationwide IT Services, Inc
3.7",VA,201 to 500 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),"(89000, 126000)",107500.0,Data Scientist,Mid,107500.0,not public
Principal - Artificial intelligence (AI)& ML- Data Scientist - USC & GC,Employer Provided Salary:$100K - $120K,"Role: Principal Consultant - Gen AI
Location: Remote
Duration: Long Term
Visa Status: USC & GC
Need 10+ Years of Experience/With Passport No & LinkedIn Mandatory – Fulltime
1. LLM in RAG (Langchain / Lamma Index):
We are looking for candidates with strong Python skills and familiarity with (a) Langchain and Lamma-index, as well as (b) data handling, especially on text embedding and extracting text from images.",3.3,"Source Mantra
3.3",Remote,1 to 50 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),"(100000, 120000)",110000.0,Data Scientist,Senior,110000.0,not public
Data Scientist,$76K - $101K (Glassdoor est.),"To learn more about Arkansas Blue Cross and Blue Shield Hiring Policies, please click
here
.
Arkansas Blue Cross is only seeking applicants for remote positions from the following states:
Arkansas, Florida, Georgia, Illinois, Kansas, Louisiana, Minnesota, Mississippi, Oklahoma, South Carolina, Tennessee, Texas, Virginia and Wisconsin.
Workforce Scheduling
Flex
Job Summary
The Data Scientist uses the enterprise’s vast data repositories to identify key signals capable of predicting and optimizing the results of the enterprise’s business plan implementations. Incumbent exercises expert knowledge of available data, key business drivers, statistics, mathematics, and open-source software toolsets to derive relevant insights informing business decision-making. The incumbent regularly engages data mining techniques (data discovery, exploration, extraction, modeling, and evaluation) alongside software engineering tasks (software integration, deployment, and maintenance) to accomplish these responsibilities.
Assists in the development of machine learning pipelines and automate machine learning tasks as much as possible., Collaborates with team members (machine learning engineers and data analysts) to complete data pipelines for machine learning deployments, Debugs issues within machine learning pipelines and maintain their accuracy., Develops predictive and prescriptive models to assist business areas with decision-making on key initiatives of the Enterprise., Gathers and presents findings of models to other as necessary to assist understanding and explanation to the model., Identifies key data within available data that increases forecasting of performance., Monitors for data drift within models., Other duties as assigned., Stays abreast on machine learning techniques in the market through training and research.
Regular",4.1,"Arkansas Blue Cross and Blue Shield
4.1",AR,1001 to 5000 Employees,1948,Company - Private,Insurance Carriers,Insurance,$1 to $5 billion (USD),"(76000, 101000)",88500.0,Data Scientist,Mid,88500.0,not public
Senior Data Scientist- Data Strategy,Employer Provided Salary:$164K - $262K,"Siemens is a trailblazer in the EDA (Electronic Design Automation) industry providing critical technology within the semiconductor supply chain. Siemens EDA is a leader and committed to shaping the future of functional verification through data-driven innovation. We are seeking a seasoned and visionary Data Scientist to play a pivotal role in advancing our data initiatives, driving transformative insights, and leading cross-functional teams. If you are passionate about pushing the boundaries of data science and making a lasting impact, we invite you to join our dynamic team.
Responsibilities
Data Strategy and Leadership:
Lead the design and development of the data strategy, aligning it with business objectives and industry trends.",4.2,"Siemens Digital Industries Software
4.2",CA,5001 to 10000 Employees,2004,Subsidiary or Business Segment,Software Development,Information Technology,$10+ billion (USD),"(164000, 262000)",213000.0,Data Scientist,Senior,213000.0,not public
Data Scientist,$84K - $121K (Glassdoor est.),"Reno, NV
ADM is seeking candidates for the position of Data Scientist to assist and lead in the evaluation of energy efficiency programs.
ADM is a professional service corporation providing energy efficiency program evaluation and research for electric and gas utilities and other clients across North America for over 40 years. Our evaluations are a critical aspect of energy efficiency program design and implementation; we collaborate with clients and program implementation contractors to achieve real-time, transparent evaluation. Our collaborative approach is an integral part of successful programs that decrease ratepayer energy bills while also achieving environmental goals such as deferring fossil fuel power plant projects.",3.7,"ADM Associates
3.7",NV,1 to 50 Employees,1979,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD),"(84000, 121000)",102500.0,Data Scientist,Mid,102500.0,not public
Data Scientist Senior,$100K - $129K (Glassdoor est.),"Date: Sep 15, 2023
Location: PHOENIX, AZ, US, 85004-3903
Company: APS
Arizona Public Service generates clean, reliable and affordable energy for 2.7 million Arizonans. Our service territory stretches across the state, from the border town of Douglas to the vistas of the Grand Canyon, from the solar fields of Gila Bend to the ponderosa pines of Payson. As the state’s largest and longest-serving energy provider, our more than 6,000 dedicated employees power our vision of creating a sustainable energy future for Arizona.",4.1,"APS
4.1",AZ,1 to 50 Employees,1975,Company - Private,Chemical Manufacturing,Manufacturing,$1 to $5 million (USD),"(100000, 129000)",114500.0,Data Scientist,Senior,114500.0,not public
Data Scientist,$83K - $123K (Glassdoor est.),"Overview:
Oasis has an exciting opportunity for a Data Scientist located at the Redstone Arsenal in Huntsville, AL. In your role as a Data Scientist, you will use statistical techniques to plan tests and analyze and interpret data. Data Scientists are expected to use statistical techniques to help test teams make better decisions and improve their operations.

LOCATION: Redstone Arsenal, AL
JOB STATUS: Full Time
TRAVEL:",4.4,"Oasis Systems LLC
4.4",AL,1001 to 5000 Employees,1997,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"(83000, 123000)",103000.0,Data Scientist,Mid,103000.0,not public
Data Scientist,$83K - $124K (Glassdoor est.),"Data Scientist with Bachelor’s degree in Computer Science, Computer Information Systems, Information Technology, or a combination of education and experience equating to the U.S. equivalent of a bachelor’s degree in one of the aforementioned subjects.
Job Duties and Responsibilities:
Designing machine learning systems and self-running artificial intelligence (AI) software to automate predictive models.
Transforming data science prototypes and applying appropriate ML algorithms and tools.
Ensuring that algorithms generate accurate user recommendations.
Turning unstructured data into useful information by auto-tagging images and text-to-speech conversions.",3.4,"Rite Pros
3.4",ME,1 to 50 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Less than $1 million (USD),"(83000, 124000)",103500.0,Data Scientist,Mid,103500.0,not public
